;VARIANZAS;RANGOS;SMAS;PROMEDIOS;SILIBANCIAS;ESTERTORES
3709;0.003550463;0.59587;0.125612;1.04E-05;0;1
3710;0.004321695;0.59034;0.109503;1.26E-05;0;1
3711;0.004263996;0.67;0.147693;1.27E-05;0;1
3712;0.003702173;0.50132;0.150966;1.12E-05;0;1
3713;0.003668286;0.62385;0.130172;1.07E-05;0;1
3714;;;;;;
3715;1.77E-05;0.03459;0.013405;4.97E-08;0;0
3716;1.44E-05;0.03654;0.013523;4.12E-08;0;0
3717;1.86E-05;0.042;0.016884;5.18E-08;0;1
3718;1.69E-05;0.03662;0.012131;4.82E-08;0;0
3719;1.61E-05;0.03841;0.012115;4.79E-08;0;0
3720;1.79E-05;0.03657;0.012635;5.27E-08;0;0
3721;1.49E-05;0.03822;0.011836;4.47E-08;0;0
3722;1.92E-05;0.04233;0.013458;5.51E-08;0;0
3723;1.89E-05;0.04813;0.012138;5.58E-08;0;0
3724;1.64E-05;0.0364;0.010506;4.75E-08;0;0
3725;1.59E-05;0.04428;0.014427;4.61E-08;0;0
3726;1.19E-05;0.031;0.008871;3.59E-08;0;0
3727;;;;;;
3728;7.00E-06;0.02616;0.008806;2.09E-08;0;0
3729;9.43E-06;0.0275;0.010521;2.80E-08;0;0
3730;8.59E-06;0.02562;0.008339;2.53E-08;0;0
3731;1.04E-05;0.03464;0.008627;3.16E-08;0;0
3732;8.44E-06;0.02766;0.007318;2.46E-08;0;0
3733;7.92E-06;0.02863;0.007864;2.27E-08;0;0
3734;7.59E-06;0.03511;0.009225;2.25E-08;0;0
3735;1.19E-05;0.03347;0.008637;3.52E-08;0;0
3736;1.12E-05;0.02614;0.007507;3.14E-08;0;0
3737;;;;;;
3738;1.17E-05;0.03122;0.008226;3.01E-08;0;0
3739;1.30E-05;0.03697;0.00546;3.70E-08;0;0
3740;1.56E-05;0.03493;0.004988;4.52E-08;0;0
3741;1.67E-05;0.03815;0.008422;4.78E-08;0;0
3742;1.48E-05;0.04335;0.012878;4.12E-08;0;0
3743;1.75E-05;0.03865;0.013006;5.01E-08;0;0
3744;2.25E-05;0.04426;0.012853;6.63E-08;0;0
3745;1.80E-05;0.03704;0.011907;5.25E-08;0;0
3746;1.99E-05;0.0405;0.010082;5.98E-08;0;0
3747;2.15E-05;0.03401;0.010205;6.31E-08;0;0
3748;2.48E-05;0.04705;0.010223;7.22E-08;0;0
3749;3.13E-05;0.04276;0.010487;9.35E-08;0;0
3750;;;;;;
3751;8.00E-06;0.02675;0.006187;2.24E-08;0;0
3752;6.45E-06;0.02739;0.008888;1.90E-08;0;0
3753;6.10E-06;0.03466;0.008711;1.69E-08;0;0
3754;6.39E-06;0.02261;0.00423;1.90E-08;0;0
3755;9.68E-06;0.0268;0.005778;2.88E-08;0;0
3756;1.02E-05;0.02888;0.006285;3.00E-08;0;0
3757;8.36E-06;0.02936;0.006871;2.47E-08;0;0
3758;5.83E-06;0.02554;0.005838;1.74E-08;0;0
3759;9.67E-06;0.02742;0.00571;2.85E-08;0;0
3760;;;;;;
3761;0.000276073;0.13143;0.036885;8.17E-07;1;1
3762;0.000226445;0.12191;0.033561;6.61E-07;1;1
3763;;;;;;
3764;0.000539344;0.19104;0.049128;1.60E-06;0;1
3765;0.000446677;0.16838;0.048414;1.31E-06;0;1
3766;;;;;;
3767;0.000998702;0.25227;0.068885;2.92E-06;1;0
3768;0.00086141;0.22808;0.066769;2.53E-06;0;1
3769;;;;;;
3770;0.000195895;0.10454;0.029152;5.80E-07;0;1
3771;0.000173694;0.10929;0.031803;5.12E-07;0;1
3772;;;;;;
3773;0.00022225;0.12158;0.03252;6.45E-07;1;1
3774;0.000185834;0.11751;0.033515;5.47E-07;0;1
3775;;;;;;
3776;0.001968881;0.40806;0.08697;5.78E-06;0;0
3777;0.00169009;0.34609;0.097075;4.96E-06;0;1
3778;;;;;;
3779;0.000756208;0.24818;0.070461;2.22E-06;0;1
3780;0.000511945;0.21993;0.066827;1.49E-06;1;1
3781;0.000433379;0.22184;0.064452;1.27E-06;0;1
3782;0.000419431;0.23958;0.075368;1.23E-06;0;1
3783;0.000440277;0.1915;0.055282;1.28E-06;0;0
3784;;;;;;
3785;0.000693248;0.27601;0.072147;2.03E-06;0;1
3786;0.000450283;0.20291;0.05259;1.33E-06;0;1
3787;0.000584985;0.22315;0.062968;1.73E-06;0;1
3788;0.000545624;0.22005;0.078364;1.60E-06;0;1
3789;0.000689501;0.20249;0.054852;2.03E-06;0;0
3790;;;;;;
3791;0.001311231;0.40695;0.113331;3.81E-06;0;1
3792;0.00122719;0.34998;0.093488;3.64E-06;0;1
3793;0.001428245;0.4227;0.091488;4.21E-06;0;1
3794;0.001341007;0.42431;0.118994;3.98E-06;0;1
3795;0.001610126;0.37372;0.091038;4.73E-06;0;0
3796;;;;;;
3797;0.000187682;0.11266;0.032143;5.48E-07;0;1
3798;0.00014794;0.10711;0.027731;4.33E-07;1;1
3799;0.000174982;0.14017;0.041761;5.20E-07;1;1
3800;0.000162521;0.11633;0.031731;4.83E-07;0;1
3801;0.000195802;0.10866;0.026918;5.75E-07;0;0
3802;;;;;;
3803;0.00028631;0.16201;0.036823;8.42E-07;1;1
3804;0.000217743;0.17602;0.031815;6.48E-07;1;1
3805;0.000225693;0.15644;0.032005;6.67E-07;1;1
3806;0.0002268;0.15729;0.047614;6.72E-07;1;1
3807;0.000241423;0.15492;0.0292;7.19E-07;1;0
3808;;;;;;
3809;0.003599645;0.59045;0.131439;1.06E-05;0;0
3810;0.003568335;0.59343;0.158785;1.04E-05;0;1
3811;0.003579326;0.61745;0.149094;1.05E-05;0;1
3812;0.002954889;0.62504;0.168454;8.87E-06;0;1
3813;0.002603716;0.52802;0.137908;7.70E-06;0;0
3814;;;;;;
3815;0.000510625;0.27665;0.072894;1.50E-06;1;1
3816;0.000537568;0.22081;0.07773;1.58E-06;1;1
3817;0.000418934;0.21817;0.067721;1.23E-06;1;1
3818;0.000408295;0.22074;0.070862;1.23E-06;1;1
3819;;;;;;
3820;0.00063031;0.22198;0.066503;1.86E-06;0;1
3821;0.000585093;0.2393;0.059102;1.73E-06;0;1
3822;0.000485008;0.20867;0.055844;1.42E-06;1;1
3823;0.000616797;0.21461;0.072676;1.81E-06;1;1
3824;;;;;;
3825;0.000856899;0.35049;0.103206;2.51E-06;0;1
3826;0.000728959;0.31053;0.077936;2.16E-06;0;1
3827;0.000817595;0.29707;0.075383;2.40E-06;0;1
3828;0.001004034;0.37697;0.092892;2.97E-06;0;1
3829;;;;;;
3830;0.000211069;0.15022;0.04389;6.18E-07;0;1
3831;0.000171208;0.12355;0.034253;5.02E-07;1;1
3832;0.000160954;0.12049;0.034297;4.66E-07;0;1
3833;0.000174406;0.1175;0.03881;5.09E-07;0;1
3834;;;;;;
3835;0.000210913;0.17101;0.042597;6.12E-07;1;1
3836;0.000197998;0.13703;0.033003;5.86E-07;1;1
3837;0.000196512;0.15812;0.03561;5.92E-07;1;0
3838;0.000200257;0.16148;0.029077;5.75E-07;1;0
3839;;;;;;
3840;0.003233703;0.57291;0.132049;9.53E-06;0;1
3841;0.002810773;0.50099;0.128459;8.25E-06;0;1
3842;0.002057495;0.41271;0.131177;6.05E-06;0;1
3843;0.001651636;0.55119;0.114423;4.87E-06;0;1
3844;;;;;;
3845;3.95E-05;0.06546;0.015542;1.14E-07;0;0
3846;5.37E-05;0.07601;0.019763;1.61E-07;0;0
3847;5.62E-05;0.0767;0.018983;1.66E-07;0;0
3848;4.43E-05;0.074;0.017081;1.32E-07;1;0
3849;3.99E-05;0.0699;0.015288;1.20E-07;0;0
3850;5.00E-05;0.07469;0.015355;1.48E-07;0;0
3851;8.44E-05;0.06899;0.022325;2.51E-07;0;0
3852;;;;;;
3853;0.000148901;0.12384;0.027196;4.37E-07;1;0
3854;0.00016654;0.12269;0.030694;4.94E-07;1;0
3855;0.000173799;0.10993;0.029;5.01E-07;1;0
3856;0.000187323;0.14045;0.036777;5.43E-07;1;0
3857;0.000151096;0.12282;0.038245;4.51E-07;1;0
3858;0.000147269;0.13125;0.031285;4.45E-07;1;0
3859;0.000198541;0.10752;0.028637;5.95E-07;1;0
3860;;;;;;
3861;0.001024118;0.40435;0.085827;3.01E-06;1;0
3862;0.001016608;0.29984;0.072624;2.95E-06;1;0
3863;0.000902513;0.3013;0.075741;2.64E-06;1;0
3864;0.00103247;0.31318;0.084805;3.03E-06;1;0
3865;0.000943189;0.34811;0.080987;2.76E-06;1;0
3866;0.000961097;0.31163;0.072583;2.81E-06;1;0
3867;0.001306171;0.36061;0.085848;4.15E-06;1;0
3868;;;;;;
3869;0.001206236;0.36714;0.07735;3.52E-06;1;0
3870;0.001516705;0.41634;0.077307;4.44E-06;1;0
3871;0.001518929;0.37393;0.089153;4.58E-06;1;0
3872;0.001370344;0.3533;0.084594;4.01E-06;1;0
3873;0.001218489;0.35129;0.086489;3.59E-06;1;0
3874;0.001048491;0.3993;0.122162;3.00E-06;1;0
3875;0.00150778;0.4073;0.081997;4.65E-06;1;0
3876;;;;;;
3877;0.000698446;0.2367;0.047088;2.09E-06;0;0
3878;0.000716993;0.22387;0.045254;2.15E-06;0;0
3879;0.000585156;0.24513;0.051792;1.71E-06;0;0
3880;0.000599338;0.23384;0.055227;1.78E-06;0;0
3881;0.000457263;0.1996;0.040118;1.37E-06;0;0
3882;0.000592216;0.21779;0.043081;1.77E-06;0;0
3883;0.000578936;0.17127;0.032142;1.74E-06;0;0
3884;;;;;;
3885;3.16E-05;0.05216;0.011424;8.38E-08;1;1
3886;2.35E-05;0.04709;0.008133;6.51E-08;1;1
3887;2.27E-05;0.05956;0.012698;6.31E-08;0;1
3888;4.52E-05;0.05891;0.020874;1.30E-07;0;1
3889;2.94E-05;0.04834;0.013609;8.68E-08;0;0
3890;2.82E-05;0.05001;0.018377;8.29E-08;1;0
3891;1.67E-05;0.04138;0.013707;4.89E-08;0;0
3892;2.45E-05;0.05065;0.014126;7.26E-08;1;0
3893;2.51E-05;0.05247;0.011336;6.87E-08;0;0
3894;;;;;;
3895;6.70E-06;0.0268;0.006891;1.98E-08;0;0
3896;1.12E-05;0.03622;0.009833;3.23E-08;0;0
3897;1.24E-05;0.03191;0.011561;3.66E-08;0;0
3898;1.30E-05;0.03762;0.00879;3.56E-08;0;1
3899;1.85E-05;0.03718;0.00821;5.39E-08;0;1
3900;1.29E-05;0.03394;0.006778;3.84E-08;0;1
3901;1.25E-05;0.03773;0.006351;3.77E-08;0;1
3902;1.54E-05;0.03534;0.009218;4.45E-08;0;1
3903;1.67E-05;0.0368;0.008725;4.82E-08;0;1
3904;1.80E-05;0.03564;0.010171;5.37E-08;0;1
3905;;;;;;
3906;0.000377404;0.19521;0.055438;1.09E-06;0;0
3907;0.000543739;0.24632;0.060757;1.57E-06;0;0
3908;0.000537377;0.22766;0.063401;1.59E-06;0;0
3909;;;;;;
3910;0.00060461;0.27208;0.072792;1.71E-06;0;0
3911;0.001253386;0.33848;0.088038;3.66E-06;1;1
3912;0.001128756;0.35588;0.078532;3.34E-06;0;0
3913;;;;;;
3914;0.000121221;0.13698;0.032572;3.64E-07;0;0
3915;0.000165814;0.13403;0.0349;4.87E-07;0;0
3916;0.000158523;0.1298;0.036062;4.72E-07;0;0
3917;;;;;;
3918;1.35E-05;0.0398;0.011725;3.93E-08;0;0
3919;1.98E-05;0.04423;0.015697;5.87E-08;0;0
3920;1.77E-05;0.04135;0.010215;5.22E-08;0;0
3921;;;;;;
3922;0.000303558;0.16399;0.038919;8.88E-07;0;0
3923;0.000411074;0.20237;0.047087;1.21E-06;0;0
3924;0.000345715;0.19085;0.048039;1.01E-06;0;0
3925;;;;;;
3926;0.000444046;0.20218;0.048055;1.29E-06;0;0
3927;0.000647525;0.23875;0.070865;1.91E-06;0;0
3928;0.00068672;0.26692;0.066931;2.03E-06;0;0
3929;;;;;;
3930;0.002459753;0.48544;0.067397;7.17E-06;1;0
3931;0.001886047;0.45235;0.062685;5.51E-06;1;0
3932;0.00190418;0.41367;0.068216;5.57E-06;1;0
3933;;;;;;
3934;0.00050813;0.30414;0.066254;1.49E-06;0;0
3935;0.000478963;0.26165;0.064331;1.40E-06;0;0
3936;0.000437483;0.23435;0.058979;1.28E-06;0;0
3937;0.000768198;0.26224;0.056683;2.29E-06;0;0
3938;;;;;;
3939;0.002739741;0.55732;0.117846;7.98E-06;0;0
3940;0.002496178;0.59744;0.155297;7.29E-06;0;0
3941;0.002268683;0.56841;0.154581;6.66E-06;0;0
3942;0.003947811;0.52485;0.124503;1.17E-05;0;0
3943;;;;;;
3944;0.000252837;0.14534;0.034374;7.48E-07;0;0
3945;0.000222662;0.16188;0.036573;6.54E-07;0;0
3946;0.000207557;0.17907;0.039422;6.15E-07;0;0
3947;0.000356073;0.16124;0.033037;1.05E-06;0;0
3948;;;;;;
3949;0.000228896;0.12857;0.027466;6.65E-07;0;0
3950;0.000241386;0.19655;0.046912;7.06E-07;0;0
3951;0.00022491;0.15874;0.02911;6.54E-07;0;0
3952;0.0003976;0.17922;0.033596;1.18E-06;0;0
3953;;;;;;
3954;0.00106856;0.3023;0.054234;3.15E-06;0;0
3955;0.000751424;0.32267;0.058882;2.22E-06;0;0
3956;0.000947035;0.34214;0.059455;2.76E-06;0;0
3957;0.001242054;0.34888;0.06246;3.63E-06;0;0
3958;;;;;;
3959;0.000623641;0.25196;0.068504;1.85E-06;0;0
3960;0.000697822;0.28497;0.071348;2.05E-06;0;0
3961;0.000630093;0.25726;0.076405;1.85E-06;0;0
3962;0.001235181;0.29696;0.075948;3.70E-06;0;0
3963;;;;;;
3964;0.004513767;0.76916;0.212751;1.37E-05;0;0
3965;0.005508831;0.82999;0.164026;1.60E-05;0;0
3966;0.005079468;0.82549;0.201994;1.49E-05;0;0
3967;0.010091903;0.8265;0.180368;3.02E-05;0;0
3968;;;;;;
3969;7.05E-05;0.096;0.019352;2.10E-07;0;0
3970;6.77E-05;0.08685;0.015431;1.97E-07;0;0
3971;7.12E-05;0.09275;0.019432;2.05E-07;0;0
3972;0.000151178;0.08947;0.021912;4.45E-07;0;0
3973;;;;;;
3974;0.008663071;0.87061;0.21526;2.55E-05;0;0
3975;0.009777272;0.92046;0.211696;2.88E-05;0;0
3976;0.008283451;0.83048;0.195268;2.40E-05;0;0
3977;0.015823089;1.0783;0.20757;4.70E-05;0;0
3978;;;;;;
3979;0.001408953;0.33264;0.065428;4.20E-06;0;0
3980;0.00185288;0.40305;0.092008;5.41E-06;0;0
3981;0.001848522;0.44908;0.09082;5.44E-06;0;0
3982;0.00366933;0.45853;0.088412;1.10E-05;0;0
3983;;;;;;
3984;4.86E-05;0.07002;0.008113;1.44E-07;0;0
3985;4.30E-05;0.08649;0.011173;1.26E-07;0;0
3986;3.70E-05;0.05942;0.012808;1.08E-07;0;0
3987;5.69E-05;0.06359;0.011402;1.68E-07;0;0
3988;;;;;;
3989;0.001737255;0.3703;0.098147;5.01E-06;0;0
3990;0.00157055;0.33152;0.083529;4.54E-06;0;0
3991;0.001653582;0.3655;0.114851;4.90E-06;0;0
3992;0.002173091;0.29597;0.080165;6.52E-06;0;0
3993;;;;;;
3994;0.008536173;0.81871;0.226922;2.49E-05;0;0
3995;0.009197531;0.86578;0.180106;2.70E-05;0;0
3996;0.007047313;0.90483;0.198571;2.06E-05;0;0
3997;0.011665289;0.78352;0.206101;3.48E-05;0;0
3998;;;;;;
3999;0.000142912;0.12303;0.024479;4.19E-07;0;0
4000;0.000129849;0.11228;0.024991;3.82E-07;0;0
4001;0.000137485;0.10452;0.027004;4.04E-07;0;0
4002;0.000256254;0.11891;0.022963;7.54E-07;0;0
4003;;;;;;
4004;0.015869368;1.12752;0.249179;4.77E-05;0;0
4005;0.013791434;1.1328;0.239583;4.01E-05;0;0
4006;0.013867202;1.01313;0.203272;4.11E-05;0;0
4007;0.020364279;1.14222;0.190288;6.14E-05;0;0
4008;;;;;;
4009;0.003779467;0.54119;0.116871;1.10E-05;0;1
4010;0.003427333;0.55198;0.110522;1.01E-05;0;0
4011;0.00309342;0.52793;0.104822;9.10E-06;0;0
4012;0.005333959;0.51967;0.107855;1.59E-05;0;0
4013;;;;;;
4014;0.000120212;0.11331;0.014108;3.53E-07;1;0
4015;0.000133431;0.10394;0.014955;3.95E-07;1;0
4016;0.000116306;0.10176;0.017414;3.44E-07;1;0
4017;0.000117977;0.08986;0.015994;3.51E-07;0;0
4018;;;;;;
4019;1.93E-05;0.04318;0.010675;5.74E-08;0;0
4020;2.06E-05;0.04398;0.011878;6.06E-08;0;0
4021;2.06E-05;0.04124;0.011271;6.03E-08;0;0
4022;1.64E-05;0.0485;0.010743;4.93E-08;0;0
4023;1.60E-05;0.03894;0.008991;4.75E-08;0;0
4024;;;;;;
4025;0.000157196;0.11006;0.030799;4.60E-07;0;0
4026;0.000142496;0.11267;0.01962;4.18E-07;0;0
4027;0.000174607;0.13639;0.025353;5.16E-07;0;0
4028;0.000134314;0.10332;0.021008;3.96E-07;0;0
4029;0.00012972;0.09669;0.021748;3.86E-07;0;0
4030;;;;;;
4031;0.000263107;0.15226;0.036565;7.71E-07;0;0
4032;0.000243497;0.15585;0.042554;7.14E-07;1;0
4033;0.000315088;0.21936;0.04279;9.28E-07;1;0
4034;0.000227435;0.16921;0.046216;6.56E-07;0;0
4035;0.000273723;0.15344;0.037813;8.13E-07;0;0
4036;;;;;;
4037;0.001829526;0.44091;0.113961;5.46E-06;1;0
4038;0.001247141;0.36809;0.102125;3.72E-06;0;0
4039;0.001726809;0.37985;0.090809;5.10E-06;1;0
4040;0.001124807;0.35559;0.082666;3.31E-06;1;0
4041;0.001286279;0.3728;0.081807;3.76E-06;0;0
4042;;;;;;
4043;0.000697291;0.23865;0.060496;2.06E-06;1;0
4044;0.000625147;0.24126;0.074645;1.81E-06;1;0
4045;0.000698145;0.2518;0.057342;2.05E-06;0;0
4046;0.000496817;0.24957;0.062419;1.47E-06;0;0
4047;0.000584929;0.2603;0.060579;1.68E-06;0;0
4048;;;;;;
4049;0.001538003;0.3919;0.081575;4.59E-06;0;0
4050;0.001299667;0.38394;0.068759;3.83E-06;0;0
4051;0.001359876;0.43912;0.079891;4.01E-06;0;0
4052;0.001192704;0.42325;0.076057;3.49E-06;0;0
4053;0.001294773;0.4366;0.080191;3.87E-06;0;0
4054;;;;;;
4055;0.011328961;1.18588;0.207464;3.34E-05;0;0
4056;0.012006916;1.28164;0.160344;3.58E-05;0;0
4057;0.013394551;1.20352;0.174997;3.91E-05;0;0
4058;0.009976445;1.13652;0.158401;2.93E-05;0;0
4059;0.009557667;0.94211;0.12415;2.82E-05;0;0
4060;;;;;;
4061;0.000131595;0.10564;0.030839;3.89E-07;0;0
4062;0.00014418;0.0983;0.029411;4.19E-07;0;0
4063;0.000123897;0.09499;0.027056;3.66E-07;0;0
4064;0.000164528;0.11489;0.032116;4.89E-07;0;0
4065;0.000141534;0.09544;0.028573;4.15E-07;0;0
4066;0.0001397;0.1005;0.031373;4.12E-07;0;0
4067;;;;;;
4068;0.000254259;0.13501;0.038454;7.52E-07;0;0
4069;0.000197322;0.12865;0.032236;5.85E-07;0;0
4070;0.000175549;0.1404;0.034661;5.25E-07;0;0
4071;0.000226391;0.14659;0.0441;6.66E-07;0;0
4072;0.000245217;0.14079;0.037985;7.26E-07;0;0
4073;0.000230925;0.1418;0.037914;6.88E-07;0;0
4074;;;;;;
4075;0.000291208;0.17796;0.039938;8.56E-07;0;0
4076;0.000279452;0.15661;0.038333;8.17E-07;0;0
4077;0.00025297;0.1771;0.04149;7.21E-07;0;0
4078;0.000264803;0.16972;0.039062;7.92E-07;0;0
4079;0.000339836;0.18224;0.055068;1.01E-06;0;0
4080;0.000300874;0.16903;0.037395;8.82E-07;0;0
4081;;;;;;
4082;0.000613226;0.22165;0.037774;1.82E-06;0;0
4083;0.000489025;0.20127;0.042689;1.43E-06;0;0
4084;0.000355543;0.16292;0.032541;1.04E-06;0;0
4085;0.000407542;0.2067;0.039436;1.20E-06;0;0
4086;0.000508839;0.19572;0.046388;1.49E-06;0;0
4087;0.000472567;0.19898;0.035396;1.39E-06;0;0
4088;;;;;;
4089;6.78E-05;0.07681;0.019393;2.00E-07;0;0
4090;6.29E-05;0.07361;0.016545;1.85E-07;0;0
4091;5.69E-05;0.07848;0.019967;1.66E-07;0;0
4092;5.59E-05;0.09115;0.018358;1.68E-07;0;0
4093;6.36E-05;0.07692;0.018863;1.88E-07;0;0
4094;7.78E-05;0.08469;0.019618;2.30E-07;0;0
4095;;;;;;
4096;0.000157721;0.10225;0.02866;4.64E-07;0;0
4097;0.000148266;0.10248;0.025745;4.36E-07;0;0
4098;0.00010422;0.11635;0.030371;2.99E-07;0;0
4099;0.000125009;0.12165;0.031076;3.69E-07;0;0
4100;0.000161467;0.11278;0.02725;4.84E-07;0;0
4101;0.000118917;0.10447;0.025473;3.56E-07;0;0
4102;;;;;;
4103;1.35E-05;0.03774;0.004667;3.52E-08;0;1
4104;1.45E-05;0.03431;0.004061;4.11E-08;0;1
4105;1.59E-05;0.03988;0.005914;3.79E-08;1;0
4106;2.02E-05;0.03843;0.011268;5.29E-08;0;0
4107;8.51E-06;0.03663;0.012927;2.42E-08;0;0
4108;9.28E-06;0.04144;0.009635;2.72E-08;0;1
4109;1.82E-05;0.03603;0.01022;5.37E-08;0;0
4110;1.70E-05;0.03656;0.01114;4.95E-08;0;0
4111;1.66E-05;0.0334;0.007924;4.94E-08;0;0
4112;1.55E-05;0.04025;0.008129;4.57E-08;0;0
4113;;;;;;
4114;1.38E-06;0.00823;0.002624;4.12E-09;0;0
4115;1.58E-06;0.01198;0.003349;4.68E-09;0;0
4116;1.79E-06;0.01538;0.003287;5.18E-09;1;0
4117;1.70E-06;0.01427;0.003529;5.00E-09;1;0
4118;1.43E-06;0.01516;0.004005;4.07E-09;0;0
4119;1.67E-06;0.01451;0.003496;4.63E-09;0;0
4120;1.90E-06;0.01447;0.002917;5.51E-09;0;0
4121;;;;;;
4122;1.37E-06;0.0093;0.002716;3.58E-09;0;0
4123;1.63E-06;0.01146;0.00181;4.75E-09;0;0
4124;1.35E-06;0.01238;0.002348;3.56E-09;0;0
4125;1.12E-06;0.01327;0.003234;3.23E-09;0;0
4126;1.38E-06;0.01186;0.002885;4.04E-09;0;0
4127;1.05E-06;0.0114;0.002656;3.10E-09;0;0
4128;1.22E-06;0.01185;0.002281;3.49E-09;0;0
4129;1.99E-06;0.01;0.001806;5.88E-09;0;0
4130;;;;;;
4131;3.70E-06;0.01894;0.006833;7.50E-09;0;0
4132;2.96E-06;0.01512;0.007278;8.76E-09;1;0
4133;6.56E-06;0.01959;0.007256;1.22E-08;0;0
4134;2.23E-06;0.0173;0.002281;5.85E-09;0;0
4135;3.40E-06;0.01824;0.003821;9.95E-09;0;0
4136;3.50E-06;0.01718;0.003362;1.02E-08;0;1
4137;2.40E-06;0.01656;0.004202;6.95E-09;0;0
4138;6.04E-06;0.01766;0.004993;1.80E-08;0;0
4139;;;;;;
4140;4.74E-05;0.08029;0.018534;1.40E-07;0;0
4141;3.74E-05;0.06588;0.016828;1.08E-07;0;0
4142;4.12E-05;0.06938;0.016747;1.19E-07;0;0
4143;6.18E-05;0.07765;0.01527;1.81E-07;0;0
4144;4.41E-05;0.05855;0.013835;1.32E-07;0;0
4145;1.36E-05;0.0607;0.015632;3.65E-08;0;0
4146;4.91E-05;0.05968;0.014259;1.48E-07;0;0
4147;5.13E-05;0.07911;0.021725;1.50E-07;0;0
4148;5.21E-05;0.06521;0.019098;1.52E-07;0;0
4149;5.12E-05;0.07473;0.024155;1.49E-07;0;0
4150;5.15E-05;0.07148;0.021232;1.52E-07;1;0
4151;6.29E-05;0.07423;0.019335;1.81E-07;1;0
4152;6.45E-05;0.07943;0.021872;1.89E-07;0;0
4153;6.00E-05;0.06506;0.018243;1.75E-07;1;0
4154;5.11E-05;0.06695;0.019081;1.47E-07;1;0
4155;4.95E-05;0.07633;0.018796;1.42E-07;1;0
4156;5.33E-05;0.07361;0.017591;1.53E-07;0;0
4157;;;;;;
4158;5.50E-05;0.08102;0.019844;1.65E-07;0;0
4159;5.86E-05;0.09194;0.023026;1.72E-07;0;0
4160;6.68E-05;0.0859;0.029887;1.97E-07;0;0
4161;6.58E-05;0.09801;0.026875;1.96E-07;0;0
4162;6.76E-05;0.09791;0.020397;1.91E-07;0;0
4163;6.74E-05;0.0788;0.021188;1.95E-07;0;0
4164;7.32E-05;0.09813;0.023404;2.14E-07;0;0
4165;6.48E-05;0.0985;0.019538;1.96E-07;0;0
4166;5.55E-05;0.08908;0.018869;1.61E-07;0;0
4167;6.05E-05;0.08861;0.026822;1.79E-07;0;0
4168;4.52E-05;0.08035;0.018429;1.33E-07;0;0
4169;5.16E-05;0.06882;0.015776;1.51E-07;0;0
4170;5.41E-05;0.08014;0.015653;1.63E-07;0;0
4171;9.02E-05;0.08287;0.024773;2.69E-07;0;0
4172;6.61E-05;0.07797;0.015778;1.92E-07;0;0
4173;7.46E-05;0.08089;0.022036;2.25E-07;0;0
4174;8.60E-05;0.09521;0.021539;2.48E-07;0;0
4175;8.45E-05;0.12703;0.030266;2.48E-07;0;0
4176;8.12E-05;0.08311;0.02033;2.38E-07;0;0
4177;7.44E-05;0.08421;0.020999;2.23E-07;0;0
4178;8.34E-05;0.10242;0.02026;2.48E-07;0;0
4179;9.23E-05;0.09154;0.027922;2.73E-07;0;0
4180;9.11E-05;0.09415;0.025184;2.59E-07;0;0
4181;6.83E-05;0.08848;0.020557;2.02E-07;0;0
4182;8.82E-05;0.09096;0.022008;2.57E-07;0;0
4183;;;;;;
4184;1.24E-05;0.04035;0.010765;3.64E-08;1;0
4185;1.41E-05;0.04425;0.012434;4.18E-08;1;0
4186;1.50E-05;0.04041;0.011639;4.45E-08;1;0
4187;1.42E-05;0.04099;0.014499;4.21E-08;1;0
4188;1.13E-05;0.03151;0.010125;3.37E-08;1;0
4189;1.05E-05;0.03594;0.009505;3.07E-08;1;0
4190;2.02E-05;0.04687;0.012725;6.02E-08;1;0
4191;1.02E-05;0.04425;0.009642;3.03E-08;1;0
4192;8.50E-06;0.03573;0.009773;2.51E-08;1;0
4193;1.26E-05;0.04608;0.012016;3.73E-08;1;0
4194;1.22E-05;0.0377;0.010443;3.58E-08;1;0
4195;9.63E-06;0.02988;0.007867;2.89E-08;1;0
4196;1.56E-05;0.0402;0.01215;4.63E-08;1;0
4197;9.39E-06;0.04355;0.009585;2.82E-08;1;0
4198;3.07E-05;0.05282;0.012112;8.92E-08;1;0
4199;2.65E-05;0.04943;0.009671;7.80E-08;0;0
4200;3.10E-05;0.04977;0.013679;8.97E-08;0;0
4201;6.59E-05;0.05369;0.01704;1.91E-07;1;0
4202;4.73E-05;0.05684;0.018322;1.40E-07;0;0
4203;2.65E-05;0.04713;0.015502;7.89E-08;0;0
4204;3.00E-05;0.05333;0.016033;8.92E-08;0;0
4205;3.02E-05;0.0485;0.016808;8.87E-08;0;0
4206;3.83E-05;0.06064;0.017313;1.13E-07;0;0
4207;3.56E-05;0.04978;0.013243;1.05E-07;0;0
4208;4.47E-05;0.04806;0.013575;1.32E-07;0;0
4209;;;;;;
4210;5.46E-05;0.06752;0.020736;1.63E-07;0;0
4211;6.53E-05;0.07531;0.019056;1.95E-07;0;0
4212;3.56E-05;0.06126;0.016868;1.05E-07;0;0
4213;4.43E-05;0.05975;0.020274;1.28E-07;0;0
4214;4.89E-05;0.07139;0.019085;1.44E-07;0;0
4215;5.42E-05;0.07691;0.024055;1.60E-07;0;0
4216;5.41E-05;0.06638;0.018091;1.61E-07;0;0
4217;5.13E-05;0.07468;0.021663;1.47E-07;0;0
4218;5.00E-05;0.08047;0.025256;1.46E-07;0;0
